location_id,date,avg_temp,max_temp,min_temp,prcp
ST80,20191023,17.6,22.5,12.7,0
ST80,20191024,19.3,26,12.6,0
ST80,20191025,23.1,29.3,16.8,0
ST80,20191026,23.8,29.5,18.1,0
ST80,20191027,24.2,28.6,19.8,0.76
ST80,20191028,21.5,26,16.9,10.92
ST80,20191029,18.4,23,13.8,2.03
ST80,20191030,18.3,22.5,14,0
ST80,20191031,18.7,22.5,14.8,0
ST80,20191101,19.5,22.1,16.8,0
ST80,20191102,22.8,27.5,18,2.03
ST80,20191103,20,27.8,12.2,0
ST80,20191104,19.4,22.5,16.3,0
ST80,20191105,18.7,23,14.3,3.05
ST80,20191106,21.9,26,17.8,0
ST80,20191107,24.6,31,18.2,0
ST80,20191108,23.1,31,15.2,0
ST80,20191109,18.4,23,13.8,0.25
ST80,20191110,20.5,23.4,17.5,0
ST80,20191111,20.5,23.1,17.8,0
ST80,20191112,21.9,25,18.8,0
ST80,20191113,23.2,27,19.3,0
ST80,20191114,25.2,30,20.3,0
ST80,20191115,25,30.2,19.8,0
ST80,20191116,22.1,26,18.2,0
ST80,20191117,23.7,29,18.4,4.06
ST80,20191118,26,30.1,21.8,0
ST80,20191119,25.3,30.1,20.4,16
ST80,20191120,27.8,32,23.6,0
ST80,20191121,26.8,32,21.6,0
ST80,20191122,23.5,28.6,18.3,10.16
ST80,20191123,18.6,23.1,14,0
ST80,20191124,20.9,25,16.8,0
ST80,20191125,20.7,24.4,17,0
ST80,20191126,21.2,25,17.4,5.08
ST80,20191127,22.7,28.3,17,0
ST80,20191128,22.7,28.4,17,0
ST80,20191129,24,29.2,18.8,0
ST80,20191130,23.9,29.5,18.3,7.87
ST80,20191201,21.4,28.1,14.6,0
ST80,20191202,20.5,25.1,15.8,0
ST80,20191203,21.5,25,18,0
ST80,20191204,20.9,24.3,17.4,2.03
ST80,20191205,18.6,25,12.2,0
ST80,20191206,21.2,27,15.3,0
ST80,20191207,21.1,26.9,15.3,0
ST80,20191208,23.9,29,18.8,0
ST80,20191209,26.2,31.3,21,0
ST80,20191210,29.5,36.7,22.3,0
ST80,20191211,31.5,37.5,25.5,0
ST80,20191212,27.7,34.3,21,5.08
ST80,20191213,19.6,26.6,12.6,0
ST80,20191214,23.7,28,19.3,0
ST80,20191215,23.1,27.5,18.7,20.07
ST80,20191216,20.9,26,15.8,7.11
ST80,20191217,22.6,26.5,18.7,0
ST80,20191218,25.7,30.1,21.3,0
ST80,20191219,26.9,31,22.8,0
ST80,20191220,25,31.2,18.7,0
ST80,20191221,19.9,26.5,13.3,7.11
ST80,20191222,18.9,26.4,11.3,0
ST80,20191223,21.6,28,15.2,0
ST80,20191224,25.2,31,19.3,0
ST80,20191225,23.3,31,15.6,0
ST80,20191226,19.8,25,14.5,8.89
ST80,20191227,25.2,30,20.3,27.18
ST80,20191228,25.7,30.5,20.8,0
ST80,20191229,27.2,31,23.3,2.03
ST80,20191230,26.5,30.5,22.5,0
ST80,20191231,24.9,28,21.8,52.07
ST80,20200101,23.7,27.9,19.5,0
ST80,20200102,22.3,25.8,18.8,0
ST80,20200103,22.9,26,19.7,0
ST80,20200104,24.2,27,21.3,0
ST80,20200105,25,28,22,0
ST80,20200106,23.7,28.6,18.8,0
ST80,20200107,23.9,30,17.8,0
ST80,20200108,25.4,30.5,20.3,0
ST80,20200109,26.6,30.4,22.8,0
ST80,20200110,25.8,29.5,22,0
ST80,20200111,23.8,29,18.6,0
ST80,20200112,25.5,29.6,21.3,0
ST80,20200113,24.1,27.9,20.3,0
ST80,20200114,24.9,28.1,21.6,0
ST80,20200115,24.5,28.3,20.6,40.89
ST80,20200116,21.4,27.8,15,3.05
ST80,20200117,22,26,18,0
ST80,20200118,24.5,28.1,20.8,0
ST80,20200119,26.9,31,22.8,0
ST80,20200120,27.9,31,24.8,0
ST80,20200121,25.1,30.5,19.7,25.91
ST80,20200122,25,28.1,21.8,2.03
ST80,20200123,25.5,28.7,22.2,0
ST80,20200124,26.6,31,22.2,0
ST80,20200125,29.3,35.3,23.3,0
ST80,20200126,29.8,35.5,24,0
ST80,20200127,24.6,33.4,15.8,0
ST80,20200128,22.8,28,17.6,0
ST80,20200129,24,28.3,19.7,0
ST80,20200130,21,27,15,0.51
ST80,20200131,21.3,26,16.6,0
ST80,20200201,23.2,28.1,18.2,0
ST80,20200202,26.3,31.5,21.1,0
ST80,20200203,28.4,32,24.8,0
ST80,20200204,27.5,32.2,22.8,0
ST80,20200205,28.9,32.5,25.3,0
ST80,20200206,27.9,33.4,22.4,14.99
ST80,20200207,28.5,34,23,0
ST80,20200208,25.2,30,20.4,7.62
ST80,20200209,21.2,26,16.3,0
ST80,20200210,20,25.1,14.8,0
ST80,20200211,22.1,25,19.1,0
ST80,20200212,23.4,26.1,20.6,0
ST80,20200213,24.6,28.6,20.6,0
ST80,20200214,24.9,30,19.8,0
ST80,20200215,25.7,30.5,20.9,0
ST80,20200216,27,31.1,22.8,0
ST80,20200217,26.3,31.8,20.8,3.05
ST80,20200218,23.3,28.7,17.8,26.92
ST80,20200219,23.5,29.1,17.8,0
ST80,20200220,22.4,29.1,15.6,0
ST80,20200221,18.6,23.6,13.5,0
ST80,20200222,17.7,23,12.3,0
ST80,20200223,19.8,25,14.5,0
ST80,20200224,23.7,28,19.3,0
ST80,20200225,23.4,27.8,19,0
ST80,20200226,21.2,24.5,17.8,0
ST80,20200227,22.5,27,17.9,0
ST80,20200228,23.8,28.3,19.2,0
ST80,20200229,25.1,29,21.2,0
ST80,20200301,26.3,30.2,22.3,0
ST80,20200302,27.7,31.5,23.8,0
ST80,20200303,26.7,30.6,22.8,0
ST80,20200304,26.5,30,23,0
ST80,20200305,25.7,29.6,21.8,0
ST80,20200306,25,27.6,22.3,0
ST80,20200307,25.9,30,21.8,0
ST80,20200308,26.5,31,22,0
ST80,20200309,26,31,21,0.76
ST80,20200310,22.6,25.2,20,8.89
ST80,20200311,22.5,25,20,0.51
ST80,20200312,22.7,26,19.4,72.9
ST80,20200313,24.7,27.3,22.1,0
ST80,20200314,23.9,28,19.8,0
ST80,20200315,20.2,23.5,16.8,39.88
ST80,20200316,20,22.6,17.3,0
ST80,20200317,22.3,27,17.6,0
ST80,20200318,20.3,23.2,17.4,16
ST80,20200319,20.7,25,16.3,0
ST80,20200320,21.7,27,16.4,0
ST80,20200321,22.5,27,18,0
ST80,20200322,22.6,27.2,17.9,0
ST80,20200323,23.1,28,18.1,0
ST80,20200324,25.1,28.4,21.8,0
ST80,20200325,24.7,28,21.4,0.76
ST80,20200326,23.2,25.4,21,0
ST80,20200327,24.1,26.4,21.8,0
ST80,20200328,18.9,27,10.7,0
ST80,20200329,25.4,30,20.7,0
ST80,20200330,26.1,29.8,22.4,0
ST80,20200331,22.7,26.1,19.3,19.05
ST80,20200401,21.7,24,19.3,3.05
ST80,20200402,18.9,23.8,14,2.03
ST80,20200403,16.3,20.3,12.3,0
ST80,20200404,19.2,24,14.3,0
ST80,20200405,20.4,24,16.8,0
ST80,20200406,18.8,22.8,14.8,0.51
ST80,20200407,15,19.3,10.6,0
ST80,20200408,15,19,11,0
ST80,20200409,15.9,20,11.8,0
ST80,20200410,16.8,20,13.5,0
ST80,20200411,19.3,22.3,16.3,0
ST80,20200412,19.6,22.8,16.3,0
ST80,20200413,18.5,23,14,0
ST80,20200414,15.4,20,10.8,14.99
ST80,20200415,15.6,20.5,10.6,0
ST80,20200416,15.9,20.8,10.9,0
ST80,20200417,16.7,20,13.3,0
ST80,20200418,19.5,23.2,15.8,0
ST80,20200419,20.5,24,17,0
ST80,20200420,20.9,25,16.7,0
ST80,20200421,18.5,21,16,0
ST80,20200422,17.9,20,15.8,0
ST80,20200423,19.5,21,18,0
ST80,20200424,20.8,22,19.5,0
ST80,20200425,20.2,23.5,16.9,1.78
ST80,20200426,18.3,20.3,16.3,10.92
ST80,20200427,18.4,20.4,16.3,0
ST80,20200428,18.9,21,16.7,25.91
ST80,20200429,17.4,22,12.8,21.08
ST80,20200430,17.4,22.4,12.3,0
ST80,20200501,17.9,22,13.8,0
ST80,20200502,14.7,18,11.3,0
ST80,20200503,16,20,12,0
ST80,20200504,17.2,19.6,14.8,0.76
ST80,20200505,15.7,18.8,12.6,7.11
ST80,20200506,12.9,16.8,9,0
ST80,20200507,14.4,19,9.8,0
ST80,20200508,14.4,19,9.8,0
ST80,20200509,15.5,20.2,10.8,0
ST80,20200510,17.6,23.4,11.8,0
ST80,20200511,18.8,23.6,14,0
ST80,20200512,15.1,20.3,9.8,0
ST80,20200513,15.6,20.3,10.8,0
ST80,20200514,14.2,20.5,7.9,0
ST80,20200515,15.5,21.2,9.8,0
ST80,20200516,19.4,27,11.8,0
ST80,20200517,20.8,27.3,14.3,0
ST80,20200518,19.5,24.8,14.1,0
ST80,20200519,18.7,22.3,15,0
ST80,20200520,18.9,22.5,15.3,0
ST80,20200521,18,22,13.9,0
ST80,20200522,13.5,16,11,0
ST80,20200523,12.8,17,8.6,0
ST80,20200524,13,17.2,8.8,0
ST80,20200525,13.4,17,9.8,0
ST80,20200526,13.8,17.2,10.3,0
ST80,20200527,14,18,10,0
ST80,20200528,14.2,18,10.3,0
ST80,20200529,14.9,18,11.7,0
ST80,20200530,14.6,18.1,11,0
ST80,20200531,11.2,15.4,7,0
ST80,20200601,10.4,14,6.8,0
ST80,20200602,10,14,6,0
ST80,20200603,11,14.4,7.5,0
ST80,20200604,11.7,14.5,8.8,0
ST80,20200605,13,16,10,0
ST80,20200606,14.4,17,11.8,0
ST80,20200607,15.3,17,13.6,0.25
ST80,20200608,15.5,17.6,13.4,0.51
ST80,20200609,15.1,19.9,10.3,0
ST80,20200610,13.9,17.5,10.3,0
ST80,20200611,12.8,16.7,8.8,0
ST80,20200612,14.9,19,10.7,0
ST80,20200613,13.1,18.5,7.6,0.51
ST80,20200614,7.3,12,2.6,0
ST80,20200615,9.2,14,4.3,0
ST80,20200616,15,20.4,9.5,0
ST80,20200617,18.3,22.2,14.3,0
ST80,20200618,17,22.2,11.8,23.62
ST80,20200619,14.6,18.6,10.6,0
ST80,20200620,12.2,15.5,8.8,0
ST80,20200621,14.9,18,11.8,7.11
ST80,20200622,13.6,18.2,9,0
ST80,20200623,13.6,15.1,12.1,3.56
ST80,20200624,12.9,15,10.8,0
ST80,20200625,10.9,14.5,7.3,0
ST80,20200626,9.4,14,4.8,0
ST80,20200627,10,15,5,0
ST80,20200628,10.2,14.6,5.8,0
ST80,20200629,10.5,13,8,0
ST80,20200630,11.7,13.3,10,16.51
ST80,20200701,9.1,12.8,5.4,11.94
ST80,20200702,7.9,11,4.8,0
ST80,20200703,9.9,14,5.8,0
ST80,20200704,10.5,14,7,0
ST80,20200705,11.6,14,9.2,0
ST80,20200706,8.9,12,5.8,0
ST80,20200707,9.1,11.6,6.6,0
ST80,20200708,9.6,13,6.2,0
ST80,20200709,10.7,15,6.3,0
ST80,20200710,11.1,15,7.2,0
ST80,20200711,9.6,14.3,4.8,0
ST80,20200712,10.7,15,6.3,0
ST80,20200713,11.1,14.5,7.6,0
ST80,20200714,8,13,2.9,0
ST80,20200715,8.3,12.3,4.3,0
ST80,20200716,9.2,13,5.3,0
ST80,20200717,11.4,14.2,8.5,0
ST80,20200718,12.6,16.3,8.8,0
ST80,20200719,16.1,21,11.1,0
ST80,20200720,17.5,22,13,0
ST80,20200721,17,22.1,11.9,0
ST80,20200722,13.9,16,11.8,0
ST80,20200723,13.1,15.2,11,0.25
ST80,20200724,9.5,13.5,5.5,7.11
ST80,20200725,9,14,4,0
ST80,20200726,10.8,16.3,5.3,0
ST80,20200727,12.3,16.5,8.1,0
ST80,20200728,8.9,14.9,2.8,0
ST80,20200729,7.9,12.5,3.3,0
ST80,20200730,10,14,5.9,0
ST80,20200731,10.8,13.8,7.7,0
ST80,20200801,12.2,16.1,8.3,0
ST80,20200802,15.4,20,10.8,0
ST80,20200803,16.3,20.8,11.7,0
ST80,20200804,16.5,21.4,11.6,0
ST80,20200805,19,22.7,15.3,0
ST80,20200806,16.9,22.7,11,0
ST80,20200807,13.6,17.2,10,7.11
ST80,20200808,13.4,17,9.8,7.11
ST80,20200809,14,17.2,10.8,0
ST80,20200810,15.2,17.5,12.8,0
ST80,20200811,10.1,14.1,6,0
ST80,20200812,9.5,15.2,3.8,0
ST80,20200813,12.6,18,7.2,0
ST80,20200814,12.8,18.2,7.3,0
ST80,20200815,12.4,17,7.8,0
ST80,20200816,11.7,19,4.3,0
ST80,20200817,11.1,19.1,3,0
ST80,20200818,15.5,21,9.9,0
ST80,20200819,13.8,21.2,6.4,0
ST80,20200820,8.5,13.1,3.8,0
ST80,20200821,11,16.7,5.3,0
ST80,20200822,12,17,7,0
ST80,20200823,13,17.3,8.7,0
ST80,20200824,15.8,20.1,11.5,0
ST80,20200825,17.1,20.3,13.9,0
ST80,20200826,17.6,20.2,15,0
ST80,20200827,16,20.7,11.3,16
ST80,20200828,13.8,16,11.5,0
ST80,20200829,14.6,16.4,12.8,9.91
ST80,20200830,9.1,15.1,3.1,0.25
ST80,20200831,9.2,13,5.4,0
ST80,20200901,10.3,13,7.6,0
ST80,20200902,10.4,12,8.8,16
ST80,20200903,10.4,13,7.8,26.16
ST80,20200904,11.8,16.1,7.4,0
ST80,20200905,13.9,17,10.7,0
ST80,20200906,11.7,14.9,8.4,0
ST80,20200907,11.7,15,8.3,0
ST80,20200908,14.7,18.3,11,0
ST80,20200909,15.6,18.5,12.6,0
ST80,20200910,15.5,18.2,12.7,0
ST80,20200911,16.7,20,13.3,0
ST80,20200912,15,20.3,9.7,0
ST80,20200913,13.7,18,9.3,0
ST80,20200914,13.3,17.8,8.8,0
ST80,20200915,12.7,15,10.3,0
ST80,20200916,13.2,16.4,9.9,0
ST80,20200917,17.9,26,9.8,0
ST80,20200918,19.9,26,13.8,0
ST80,20200919,15,19.6,10.3,0
ST80,20200920,14.2,20.1,8.3,0
ST80,20200921,13.7,20.3,7,0
ST80,20200922,13.5,17.2,9.8,0
ST80,20200923,15.5,20.1,10.8,0
ST80,20200924,16.8,20.8,12.8,0
ST80,20200925,13.1,20,6.2,0
ST80,20200926,16.8,19.3,14.2,35.05
ST80,20200927,16.3,19.5,13,8.38
ST80,20200928,15.9,23,8.8,2.03
ST80,20200929,17.9,22.8,12.9,0
ST80,20200930,19.7,23.2,16.2,0
ST80,20201001,18.9,23.5,14.2,0
ST80,20201002,15.1,20.9,9.3,0
ST80,20201003,11.1,15.3,6.8,0
ST80,20201004,12,15.5,8.5,0
ST80,20201005,14.7,18,11.3,4.32
ST80,20201006,14.3,18,10.6,0
ST80,20201007,19,25.7,12.3,0
ST80,20201008,19.1,25.8,12.4,0
ST80,20201009,18.7,24,13.3,0
ST80,20201010,18.3,24.5,12,0
ST80,20201011,16.5,19.6,13.3,0.25
ST80,20201012,16.8,22.4,11.2,0
ST80,20201013,17.7,22.5,12.8,0
ST80,20201014,19.8,24,15.5,0
ST80,20201015,18.4,24.2,12.6,0
ST80,20201016,18,21.2,14.8,0
ST80,20201017,19.9,22,17.8,0
ST80,20201018,23.2,27.3,19,2.03
ST80,20201019,23.6,28.5,18.6,0
ST80,20201020,18.9,25.8,12,49.02
ST80,20201021,14.6,17,12.2,3.05
ST387,20191023,20,24,16,0
ST387,20191024,21.9,26,17.8,0
ST387,20191025,22.5,28,17,0
ST387,20191026,23,28,18,0
ST387,20191027,26.8,34,19.5,0
ST387,20191028,26.4,33.8,19,0
ST387,20191029,26.5,31,21.9,0
ST387,20191030,27,32,21.9,0
ST387,20191031,26.1,32.2,20,0
ST387,20191101,22.9,26.7,19,0
ST387,20191102,25,30,20,0
ST387,20191103,26.5,33,20,0
ST387,20191104,27.7,34.4,21,0
ST387,20191105,25,30,20,0
ST387,20191106,23.4,29.7,17,29.97
ST387,20191107,20,23,17,0
ST387,20191108,21,23.4,18.6,0
ST387,20191109,22.5,26,19,0
ST387,20191110,23.2,26.3,20,0
ST387,20191111,21.2,24.4,18,0
ST387,20191112,19.5,22,17,0
ST387,20191113,22.5,27,18,0
ST387,20191114,22.9,26.6,19.1,0
ST387,20191115,21.2,26.3,16,20.07
ST387,20191116,18,22,14,23.88
ST387,20191117,19,23,15,0
ST387,20191118,19.5,22.9,16,0
ST387,20191119,21,25,17,0
ST387,20191120,21.6,25.2,18,0
ST387,20191121,23,28,18,0
ST387,20191122,25,30,20,0
ST387,20191123,23.5,29,18,0
ST387,20191124,21.4,28.8,14,0
ST387,20191125,18,22,14,0
ST387,20191126,21.3,27,15.5,0
ST387,20191127,23.1,28.1,18,0
ST387,20191128,21.6,28.1,15,25.91
ST387,20191129,18.4,22,14.7,2.03
ST387,20191130,23.9,31,16.8,0
ST387,20191201,25.7,31.2,20.2,0
ST387,20191202,21.9,28.8,15,0
ST387,20191203,17.5,20,15,0
ST387,20191204,21.6,27,16.2,0
ST387,20191205,24.1,28,20.2,5.08
ST387,20191206,22.7,28.3,17,2.03
ST387,20191207,21.5,26,17,0
ST387,20191208,21.1,26.2,16,0
ST387,20191209,22.8,27,18.5,0
ST387,20191210,23.2,27.4,19,0
ST387,20191211,22.3,26,18.5,37.08
ST387,20191212,23.3,28,18.5,13.97
ST387,20191213,24,28,20,0
ST387,20191214,23.8,27.6,20,2.03
ST387,20191215,25,30,20,10.92
ST387,20191216,27.1,31.1,23,0
ST387,20191217,25.6,31.2,20,0
ST387,20191218,24,28.9,19,19.05
ST387,20191219,20.4,22,18.8,2.03
ST387,20191220,23,27,19,0
ST387,20191221,25.6,29.2,22,0
ST387,20191222,25.1,29.2,21,0
ST387,20191223,23.5,27,20,0
ST387,20191224,23,27,19,0
ST387,20191225,25,31,19,0
ST387,20191226,24.9,30.8,19,0
ST387,20191227,23.1,27.2,19,0
ST387,20191228,24.7,29.3,20,0
ST387,20191229,24.7,29.4,19.9,0
ST387,20191230,24.5,30,19,0
ST387,20191231,25.5,31,20,0
ST387,20200101,27,32,22,0
ST387,20200102,26.7,32.3,21,1.02
ST387,20200103,23.8,28.5,19,4.06
ST387,20200104,22.5,26,19,0
ST387,20200105,22.4,25.7,19,1.02
ST387,20200106,24.5,30,19,6.1
ST387,20200107,26.5,31,22,0
ST387,20200108,25.1,30.9,19.2,30.99
ST387,20200109,25,29.8,20.2,24.89
ST387,20200110,26.8,31,22.6,0
ST387,20200111,28,32,23.9,0
ST387,20200112,27.1,32.2,22,0
ST387,20200113,23.4,26.8,20,1.02
ST387,20200114,22.1,25.3,18.9,0
ST387,20200115,25.8,31,20.5,0
ST387,20200116,28,33,23,0
ST387,20200117,24.8,32.6,17,32
ST387,20200118,19.5,22,17,0
ST387,20200119,21.5,24,19,0
ST387,20200120,21.5,24,19,0
ST387,20200121,21,26,16,0
ST387,20200122,21.8,25.6,18,0
ST387,20200123,21.6,24.3,18.8,0
ST387,20200124,20.3,23,17.5,1.02
ST387,20200125,21.5,26,17,2.03
ST387,20200126,23,30,16,0
ST387,20200127,24.5,32,17,0
ST387,20200128,26.4,31.9,20.9,0
ST387,20200129,25.8,31,20.6,0
ST387,20200130,26.5,31,22,0
ST387,20200131,26.2,30.8,21.6,8.89
ST387,20200201,25,28,22,4.06
ST387,20200202,23.9,27.8,20,11.94
ST387,20200203,22.4,25.7,19,29.97
ST387,20200204,22,25.2,18.8,7.87
ST387,20200205,23.9,27,20.8,2.03
ST387,20200206,24,28,20,4.06
ST387,20200207,24.5,28,20.9,5.08
ST387,20200208,24.7,29.4,20,1.02
ST387,20200209,25.5,29,22,2.03
ST387,20200210,23.2,28.5,17.9,7.87
ST387,20200211,18.5,21,16,3.05
ST387,20200212,18.9,20.7,17,0
ST387,20200213,21,25,17,0
ST387,20200214,21.3,26,16.6,0
ST387,20200215,24.9,31,18.8,0
ST387,20200216,26,31,20.9,0
ST387,20200217,25.5,30,21,0
ST387,20200218,26.7,31.3,22,0
ST387,20200219,26.5,31,22,1.02
ST387,20200220,26.3,30.6,22,18.03
ST387,20200221,25.5,30,21,0
ST387,20200222,20.2,23.4,17,1.02
ST387,20200223,18.5,21,16,0
ST387,20200224,22,26,18,0
ST387,20200225,24,29,19,9.91
ST387,20200226,24.6,29,20.1,11.94
